year,Uganda,Nigeria,Rwanda,Senegal,Ethiopia,Algeria,Egypt,South Africa,Morocco,Ghana,Brazil,Colombia,Paraguay,Guatemala,Haiti,Canada,United States,Chile,Argentina,Panama,Philippines,Bangladesh,India,Nepal,Pakistan,China,Singapore,Japan,Malaysia,Thailand,Hungary,Romania,Serbia,Bulgaria,Ukraine,Switzerland,Norway,Iceland,Denmark,Sweden,Oman,Jordan,Lebanon,Iraq,Yemen,United Arab Emirates,Israel,Bahrain,Qatar,Saudi Arabia,Australia,New Zealand,Palau,Kiribati,Marshall Islands,"Micronesia, Federated States of",Nauru,Samoa,Solomon Islands,Tonga,gdp_per_person
2012,795.222867553127,2633.19734671361,706.817317494399,1326.83798848379,452.101031885754,6033.64884689543,2996.0677072015,8076.97678479741,3164.17724609375,1543.77524235764,12521.7213530369,8108.59838244229,5642.1699167298,3286.61959336267,1361.39396587374,52670.3447335415,51784.4114692048,15241.9069977366,12949.717486654,11064.8063606203,2614.61644410764,859.680536375497,1429.32199520032,788.202937148377,1204.36475491585,6300.58217951734,55547.5553077786,49145.2804308193,10600.5744240026,5725.52802835463,12984.8365730133,8929.95366231474,6263.04086072815,7430.7373804242,3951.34228515625,85836.2076767359,102175.919298374,45995.5478789467,58443.7747103968,57749.8251328664,24642.2978768596,4169.50470054618,8406.98405608118,6477.59618450955,1245.05068272078,52034.4762466073,33236.5731239421,26438.6733230428,108470.378825036,28348.5730107499,68072.8732340801,39974.2997334925,12145.3644807205,1843.55346948038,3514.26515490383,3033.16989526369,9817.36872216004,3934.60320799981,2066.25352289833,4384.17058321549,9875.220793267905
2013,818.285427416713,2872.79083379398,704.924190167572,1379.83196553924,484.039833104062,5979.60138960585,3025.52563552448,7331.65467384919,3379.7431640625,2294.025645187,12458.891214816,8279.10255642981,6435.68342733182,3444.15971843874,1457.83221179626,52638.1187235237,53409.7507774372,15683.54863663,12963.675773326,12273.3225037637,2781.27957670473,958.262989798283,1432.84397512195,803.269595420477,1225.4340119198,7020.3860742288,56967.4257940383,40898.6478964744,10713.6407638899,6018.08244729255,13715.0703590361,9497.67411615237,7040.41812068781,7687.71368243317,4129.89697265625,87304.3305813557,103553.840134417,49804.9829978371,61377.5940590412,60844.2767113975,23458.0233840053,4311.21916713038,8162.37929361396,6650.35282247395,1378.75002954928,52023.5170958751,36929.6042163752,26989.7601148469,103697.008372373,27290.1978052614,68190.7010035651,42977.388040868,12768.9097206482,1772.08706898092,3677.90690791421,2933.88333441237,8974.51886874433,4023.5254013825,2161.39573596215,4219.24659467526,9985.096864563362
2014,896.054795546394,3088.72131316169,724.957521209377,1398.89137601382,549.986577082588,6094.69392314956,3133.39102265541,6856.73137092522,3435.40698242188,1953.64513603117,12274.9939689363,8187.20824890084,6652.25478942291,3689.14472473545,1460.18898613914,50960.8431174661,55304.3155317137,14529.6767210362,12233.1444119186,13213.1989637473,2866.83803767919,1094.46199702838,1553.88396075118,821.455224911731,1266.61340849959,7636.07434020616,57564.8023114977,38475.3952461838,11013.3107334403,5801.1978916205,14294.2584180751,10031.7710755404,6886.67809068704,7912.27484371138,3054.908203125,88724.9909402638,97666.6951838749,54576.7448146565,62520.4509747011,59583.7140001673,23160.6502252547,4191.18050084986,7577.6413302369,6249.39226978969,1430.16420964026,51381.4069909213,38230.4954049785,26451.7965647453,95840.6310094498,27079.6733871148,62544.0873773726,44578.2253868016,13726.0222622072,1736.7053011433,3735.23977829545,2945.41495996162,9193.09784447237,3982.68080202084,2164.9442392168,4136.59013792529,10160.469965666685
2015,862.934610355811,2585.73360671797,733.998585018273,1218.00613555438,621.845673808133,4685.05902729002,3306.98159414141,6112.27382485974,3146.24780273438,1721.69964380717,8936.19661756825,6248.51490534512,5879.33792308671,3893.50521848131,1411.12684746796,43594.1941045394,57040.2082136605,13433.9202985339,13679.6264980954,14082.6548502728,2909.85818014474,1224.38647668165,1583.99815907985,875.543635474862,1380.47020838317,8016.44559489998,55645.6068614606,34960.6393843385,9648.6797937523,5688.85335397884,12717.038597002,8977.01748158196,5820.3215576888,7078.86032298969,2094.47387695313,83806.4476003837,74809.9658049898,52951.6815110898,53094.0133607574,51197.9529341175,18808.3077921839,4042.75678097555,7714.1099998804,4440.14189252367,1362.17379435676,43534.9972681733,36123.9907881129,23734.0551143019,68985.2946961507,22453.571552265,56739.0265346593,38639.3501941427,15690.7586522228,1639.85274301496,3764.34426229508,2911.16211045292,7703.43149943923,4084.36083819933,2045.47889485251,4123.90323993332,9854.872094785085
2016,752.696571725656,2070.4127339595,729.519154199595,1266.43957151587,696.195884706786,4424.98529027556,3270.6287768197,5651.20585165749,3140.85546875,1913.18673253576,8836.28652636996,5959.84250367574,5775.1596339946,4060.13755621218,1318.40268167953,42314.0615817218,58206.6141931844,13649.8520455553,12699.9623137756,14832.3611608191,2985.19564020101,1649.28380858601,1707.50892912243,877.256454696737,1424.69161195897,8094.39016735149,56899.9181805173,39375.4731620781,9476.53409809923,5833.57715617098,13104.6995457458,9404.54005870715,5982.37030126471,7570.93165511708,2158.46118164063,82153.0745447889,70867.3609970749,61987.9263620283,54500.9260410217,51820.3972482676,17110.1897460545,3986.71677010853,8089.012088155,4334.42096404188,975.359406696353,41326.4018161834,37556.6272863143,23800.001440631,61253.6375482797,21515.6600083775,49888.0410842736,40070.8956577431,16762.5723436534,1742.66812442095,4229.80988911945,2979.60119184048,8724.30700255019,4147.07097674888,2082.62989047871,3987.98626206287,9994.82685777593
2017,765.218332297361,1876.34027111773,758.301002985965,1356.80518449031,745.632449222154,4554.66753957828,2395.10333299491,6618.33508255701,3296.52661132813,2012.97025750655,10080.5092817775,6479.53231292429,6152.26711537703,4324.99607911366,1395.23945184461,45129.628116623,60322.2614241747,14879.9086230423,14532.5009308511,15694.6297454295,3038.12124955619,1811.08221668646,1950.10468280866,1034.28374906846,1519.23459514248,8817.04560829162,61162.0973932771,38834.0529341227,9862.54806612235,6413.09182530343,14621.2395956755,10727.9822007426,6548.03653824187,8381.88134621669,2604.28759765625,82254.3769269767,76131.8384032764,72010.1490316258,57521.5514992225,53300.8587281785,17820.0661809335,4065.61628749384,8608.21084982387,4759.2846435467,811.165963877611,42340.5917145576,40997.9110240274,24784.7693514607,63279.8556949332,23081.2045336558,53901.7145392154,42913.186956185,16034.1342914889,1853.0511299437,4592.83457628576,3279.10779039285,9613.41209082575,4307.59381964907,2143.57465243959,4365.92932788383,10523.857455759182
2018,792.16570022814,2057.87944554011,771.773521962568,1452.55612562445,747.968143637014,4577.21029180491,2484.70315630508,6914.1780318076,3501.69799804688,2196.61290615342,9300.66164936497,6816.96818309544,6258.44991640954,4352.94651790253,1496.38048970156,46539.1761570405,63201.0458483771,15659.4808675628,11752.7998922979,16151.3273478476,3168.51036606257,1965.24372731467,1966.25455171679,1179.19843190389,1569.33814626355,9905.40638304527,66840.6373389791,39751.1330982711,10901.8019954421,7099.77650081458,16425.2050299693,12502.2624061935,7559.86165747394,9436.14479876055,3059.0517578125,85217.3691512274,82792.8427113304,74452.1890731447,61324.7665045565,54181.9069780904,19901.7615642016,4145.43989673265,9174.53666204759,5646.68932074742,633.887206000087,45689.8570040215,42233.2610344935,26324.4066549559,71039.8490579352,28036.0264674095,57196.4220783778,43228.6976473771,16197.7254546986,1912.73798131035,4858.12079054875,3566.58690371125,11408.6947593898,4231.81409469194,2278.20633913383,4638.89774268789,11094.149371223464
2019,822.057058189153,2265.15520863056,810.051420243718,1431.18128932159,828.70897229725,4468.45341883656,2962.98892023003,6533.71121032856,3508.09765625,2186.18924111824,9029.83326742175,6472.54544924705,5821.18199548637,4511.99755157656,1352.17204191532,46352.8693445211,65604.6815198734,14495.716721687,9955.97478680428,16477.9066285687,3400.78949772302,2129.79896954606,2041.42863698585,1203.14294706401,1390.41690981745,10143.8602206165,66081.7199235165,40415.9567649547,10920.191763972,7605.69657797759,16786.2136399075,12992.0326104674,7755.632986437,9838.60058985384,3619.86157226563,84121.9310304414,76430.5889473338,68452.23622306,59404.2663247723,51773.0464558993,19180.1864152801,4170.1144003465,8905.88005497437,5671.8568632942,623.376164898164,44251.4541390148,44140.8289372511,27259.7438599327,66841.3013472693,27892.8421521179,54972.7017885437,42747.2099299966,15841.1935329812,1750.99750920482,5292.33985502306,3572.65918282222,10776.8284610316,4351.94234943706,2223.66502559565,4676.84790348236,11269.783189648906
2020,845.766463890124,2019.65706326224,778.701538550324,1461.08720350553,905.313175805855,3743.5419522929,3511.11381026379,5580.60383075189,3268.0302734375,2196.54789313621,7074.19378281866,5339.68711357943,5365.47220721191,4477.61761796418,1290.32538667383,43537.839298904,64411.3731779373,13114.815470545,8535.59938004389,13290.5608347594,3227.57910235199,2248.85078828233,1907.04251637669,1154.21517578318,1278.39735206896,10408.7195541075,61466.803676358,40040.7655055923,9957.52626697613,6985.64393892574,16131.9540355923,13082.3006559554,8098.70955668849,10198.5388313404,3709.76928710938,85897.7843338323,68340.0181033702,59023.5663465778,60985.4885601514,52653.7565934247,16784.8630630058,4022.0401356135,5561.19166950397,4295.18945121228,559.564672794182,37173.8754100281,44679.7715799755,24342.8444554718,51683.5054353851,23271.4037647084,51791.540179984,41785.6922905898,14556.5896891862,1769.43211760217,5661.96787336674,3353.8894298388,10695.6993301601,4099.6600907147,2063.33101522108,4700.44932800575,10949.413774779397
2021,882.791717542504,2017.27486481527,828.833032800998,1598.10676952274,910.947840320752,4160.55926736925,3827.35415374308,6843.39941886204,3785.93627929688,2445.50081810782,7972.53665048385,6222.62164397614,5976.9317978996,4913.94712869347,1835.44394078496,52496.8441693242,71318.3073592183,16216.5706467899,10738.0179223384,15509.8069109784,3484.38593882819,2482.84917843357,2239.61384367482,1252.75076731986,1455.31922370186,12617.5051041181,79601.4129622433,40058.5373276179,10903.1116425938,7058.0694998852,18755.1023464312,14986.7854904274,9680.52798074468,12274.0775950496,4775.94580078125,93446.4344518943,93072.8925119571,69325.9078287926,69727.9873677012,61174.9680215622,19403.4600160211,4183.49998326866,4045.37391066234,4868.49431080783,522.173512705812,43360.0211014806,52255.6159050999,27147.8083882286,71751.8831234838,28396.0864182336,60607.7788605166,49624.1816729553,13257.2066721026,2253.82500103057,6258.61193705127,3493.87228552999,14989.6647450751,3947.64517905415,1996.86976779348,4912.57950603175,12416.428088748911
2022,963.067314117178,2139.37478476974,975.469315871749,1564.74522071584,1011.0732858233,4961.55257664733,4233.30783744856,6523.41097815853,3455.39624023438,2240.27945094566,9281.33334441234,6674.59601948063,6205.62595379319,5358.08963795,1760.62635668777,55509.393176404,78035.1753604212,15451.1319576678,13935.6811110049,17332.4360742988,3548.06930572116,2716.48592677835,2352.61392452078,1385.91066275016,1538.3228133171,12662.5826712038,88428.7024226232,34017.2718075024,11748.0919307944,6909.35997481451,18353.298364905,15557.8826247584,10022.9688543402,13644.201582807,4199.6708984375,93245.7952120851,108798.451165901,75314.085560994,68091.3191138669,55296.9371472535,23665.6394740852,4332.25159897931,3654.35845534878,6504.12428393548,615.70207931388,49899.0652978649,54930.7261602593,30616.2610677495,88701.463350036,34454.1957708412,64997.0136536475,48216.5095836302,14392.1990258461,2075.90844085067,6322.82855503156,3835.38184348074,13287.2711890938,3869.46639492144,2005.4139933198,4933.07479143113,12952.224969196739
2023,1002.30913917142,1596.63696129001,1010.2689290184,1706.44218024762,1272.01628209211,5364.02795022731,3457.45691570455,6022.5425418935,3771.4462890625,2260.28741289427,10294.866680778,6947.35928681966,6276.35113919957,5762.82174615918,1705.77905452248,53431.1857063879,82769.4122114216,17067.8136150601,14187.4827252965,18686.4050961265,3804.8725797521,2551.01772674142,2480.79208721621,1377.62603571292,1365.27743222493,12614.0617416421,84734.2559206054,33766.5268253808,11379.0861000632,7182.02525812415,22141.8669799276,18404.2730871704,12281.5058488303,15885.5391311331,5069.703125,99564.710026145,87925.0944188399,79636.9548578508,68453.8769281145,55516.836477474,21549.8368728192,4455.50540514568,3654.35845534878,5565.12644647176,477.409028678688,49040.6947525825,52642.4267486308,29218.8605634137,80195.874646942,32093.9622984711,64820.9117890026,48280.8114166238,15899.4224911152,2106.76000405677,6678.34239060448,4084.16940424398,12982.7612060515,4330.17840531329,2041.6364912646,4933.07479143113,13219.41130171418
