year,Uganda,Nigeria,Rwanda,Senegal,Ethiopia,Algeria,"Egypt, Arab Rep.",South Africa,Morocco,Ghana,Brazil,Colombia,Paraguay,Guatemala,Haiti,Canada,United States,Chile,Argentina,Panama,Philippines,Bangladesh,India,Nepal,Pakistan,China,Singapore,Japan,Malaysia,Thailand,Hungary,Romania,Serbia,Bulgaria,Ukraine,Switzerland,Norway,Iceland,Denmark,Sweden,Oman,Jordan,Lebanon,Iraq,"Yemen, Rep.",United Arab Emirates,Israel,Bahrain,Qatar,Saudi Arabia,Australia,New Zealand,Palau,Kiribati,Marshall Islands,"Micronesia, Fed. Sts.",Nauru,Samoa,Solomon Islands,Tonga
1960,5.74455771307937,0.191795489572428,-4.2975260472235,2.99344825626973,4.32609133566719,-13.6054413245993,5.16111414342448,3.84473414174089,10.0288413593661,3.42967401462874,8.60000000000014,5.08921698439107,6.90028551422945,4.29851834874688,-2.93198029126782,3.16329168371286,2.29999999999953,5.24527188446069,5.42784287621933,10.9265948267107,5.69547095029755,6.05816082547616,3.72274253311053,1.90826597185792,5.98734641929141,-27.2700000038885,8.13752950817668,12.0435364080117,7.59799400028281,5.36214630168787,4.70000000000019,-12.9182107298211,6.16496191380251,4.9001618599853,2.56646326960379,8.10867221090605,6.27333551040741,-0.0741839762608976,6.37883247557384,5.68129278872205,1.13960640396104,8.29840885389549,-42.4511182157698,7.32576806556308,6.29349385992927,36.612377853309,11.2038906187628,1.60714285546935,10.0078516626193,11.876851078322,2.48233047098947,3.31564965480389,0.126339611580221,-2.29006002273755,2.30991167674838,2.30157453484256,2.89838710299509,13.5135136424393,-1.79701939002049,4.74126542034365
1961,5.74455771307937,0.191795489572428,-4.2975260472235,2.99344825626973,4.32609133566719,-13.6054413245993,5.16111414342448,3.84473414174089,10.0288413593661,3.42967401462874,8.60000000000014,5.08921698439107,6.90028551422945,4.29851834874688,-2.93198029126782,3.16329168371286,2.29999999999953,5.24527188446069,5.42784287621933,10.9265948267107,5.69547095029755,6.05816082547616,3.72274253311053,1.90826597185792,5.98734641929141,-27.2700000038885,8.13752950817668,12.0435364080117,7.59799400028281,5.36214630168787,4.70000000000019,-12.9182107298211,6.16496191380251,4.9001618599853,2.56646326960379,8.10867221090605,6.27333551040741,-0.0741839762608976,6.37883247557384,5.68129278872205,1.13960640396104,8.29840885389549,-42.4511182157698,7.32576806556308,6.29349385992927,36.612377853309,11.2038906187628,1.60714285546935,10.0078516626193,11.876851078322,2.48233047098947,3.31564965480389,0.126339611580221,-2.29006002273755,2.30991167674838,2.30157453484256,2.89838710299509,13.5135136424393,-1.79701939002049,4.74126542034365
1962,5.74455771307937,4.10299258867985,11.3337983684303,-0.136235360562637,4.32609133566719,-19.6850418256566,3.87561672369634,6.17793085042746,10.0288413593661,4.10915860625774,6.59999999999992,5.41188961342047,3.30025851602093,3.53650126284866,7.88757589385567,7.42783693388429,6.10000000000016,4.02668562348332,-0.852021521903339,8.24473681154529,4.84629418915898,5.45303096987814,2.93112773548363,1.91032003077318,4.48285862750326,-5.57999999019671,7.55344418052258,8.90897299558067,6.42102960904312,7.55425444784086,6.0999999999998,-12.9182107298211,6.16496191380251,4.9001618599853,2.56646326960379,4.78994131635308,2.81394513844533,8.3147735708981,5.66682217271794,4.25904720176311,20.1877918765272,8.29840885389549,-42.4511182157698,4.60334575305544,6.29349385992927,36.612377853309,10.1561172182462,1.60714285546935,10.0078516626193,11.9226595664133,1.29422099669962,3.08087345285604,0.126339611580221,-2.29006002273755,2.30991167674838,2.30157453484256,2.89838710299509,13.5135136424393,-1.79701939002049,4.74126542034365
1963,5.74455771307937,8.57861891529707,-9.82044441324079,1.86447856929158,4.51863392606089,34.3137287803281,10.5180926173666,7.37370924877223,10.0288413593661,4.40597419943647,0.600000000000065,3.28670755407101,4.71029133985073,9.54104393054875,-1.89279255057041,5.29744024171539,4.39999999999989,5.8401401399083,-5.30819682539126,8.53878880093744,7.01626518416583,-0.455894289969805,5.99435326188559,1.8951116447969,8.68883151825786,10.2999999963989,10.0401733131415,8.47364238279388,7.33880352682334,7.99983078698784,5.69999999999997,-12.9182107298211,6.16496191380251,4.9001618599853,2.56646326960379,4.87919908861329,3.78504308366048,10.2810143934204,0.637021234202351,5.32793379963599,4.5312435589145,8.29840885389549,-42.4511182157698,2.44770235047196,6.29349385992927,36.612377853309,10.6957231497208,1.60714285546935,10.0078516626193,8.69610923594509,6.21617959257419,6.10211735868668,0.126339611580221,-2.29006002273755,2.30991167674838,2.30157453484256,2.89838710299509,13.5135136424393,-1.79701939002049,4.74126542034365
1964,5.74455771307937,4.95048866604155,-12.4649926826469,3.88392710164631,4.09048561145366,5.83941300772857,11.5075774740325,7.93960864480677,10.0288413593661,2.20932750184639,3.39999999999985,6.16694132350723,4.21247735945683,4.63299243190491,-1.64735736887533,6.65599974032362,5.80000000000027,2.55722053849037,10.1302976615431,4.43213037380107,3.40249443571273,10.9527885460584,7.45295012250209,7.53244855243838,7.56975744902432,18.1799999938203,-3.10316815597076,11.6767081963981,5.35896290971056,6.83099614370542,4.70000000000019,-12.9182107298211,6.16496191380251,4.9001618599853,2.56646326960379,5.2563507861986,5.00965098662387,9.88191423244247,9.26993821451801,6.82116447915911,0.074739447130284,8.29840885389549,-42.4511182157698,14.8265142723807,6.29349385992927,36.612377853309,7.93718642275134,1.60714285546935,10.0078516626193,8.776784363461,6.98016602027624,6.10328462223231,0.126339611580221,-2.29006002273755,2.30991167674838,2.30157453484256,2.89838710299509,13.5135136424393,-1.79701939002049,4.74126542034365
1965,5.74455771307937,4.88497683412901,7.00952925499003,1.33218949146287,5.77193201592007,6.20689821107077,4.91404229223662,6.12279809601442,10.0288413593661,1.36899886970954,2.40000000000001,3.60001138983772,6.16797475642743,4.36176931452728,2.16179786144892,6.31720020530724,6.39999999999989,0.950272505285383,10.5694333376394,9.16003626128517,5.34508932932236,1.60625822892978,-2.63577011020728,-1.2031890181289,10.4193658220408,16.9500000038703,7.83426046474929,5.81970787298272,7.68486347467319,8.18166153767717,42.4104142671797,-12.9182107298211,6.16496191380251,4.9001618599853,2.56646326960379,2.10455491544919,5.2856088005522,7.29638009049762,4.55525481407106,3.82150760835968,100447998.405676,8.29840885389549,-42.4511182157698,10.763880165144,6.29349385992927,36.612377853309,8.99794750184645,1.60714285546935,10.0078516626193,12.136763975251,5.98014040053107,6.1117318637838,0.126339611580221,-2.29006002273755,2.30991167674838,2.30157453484256,2.89838710299509,13.5135136424393,-1.79701939002049,4.74126542034365
1966,5.74455771307937,-4.25051418415495,7.00891082281643,2.8767609752687,7.25659803697323,-4.80497094328264,5.04640371248233,4.43838608946889,10.0288413593661,-4.25829036972007,6.7000000000001,5.23673586229452,1.99150333527275,5.51210399019357,-0.575786801046178,6.75968985492175,6.50000000000026,11.236242456379,-0.659726170629824,7.58140189094725,4.4411585340256,2.56681200128088,-0.0553287704537979,7.04064314491161,5.78995180142022,10.6499999984172,10.180095306912,10.6385615591626,7.81671102618819,11.1225184946389,7.40000000000069,-12.9182107298211,6.16496191380251,4.9001618599853,2.56646326960379,2.46145745672364,3.78651325489743,8.75065893516091,2.74091010903234,2.09084429482202,5.20446366819129,8.29840885389549,-42.4511182157698,4.96287661149815,6.29349385992927,36.612377853309,-0.0796470240328091,1.60714285546935,10.0078516626193,8.18114543360571,2.37900553867696,6.24846226221013,0.126339611580221,-2.29006002273755,2.30991167674838,2.30157453484256,2.89838710299509,13.5135136424393,-1.79701939002049,4.74126542034365
1967,5.74455771307937,-15.7436282082051,6.91601750997981,-1.21979286528493,4.06158788001318,9.45296256280155,0.805264127039209,7.19652306514106,10.0288413593661,3.07536405007809,4.2,4.13486416579858,9.15036720414034,4.11217561696343,-2.11768620106355,3.06542082002188,2.49999999999999,3.61599985405201,3.19199662339177,8.5529311726505,5.22268758922664,-1.8758639196746,7.82596303082235,-1.57149749972123,5.4006125972184,-5.77000000405199,12.508612746034,11.0821423246927,3.85714649161983,8.61598233328198,7.49999999999966,-12.9182107298211,6.16496191380251,4.9001618599853,2.56646326960379,3.05592216743898,6.25607900635555,-1.26030053320414,5.88623123708423,3.36538858355962,66.2190836702255,8.29840885389549,-42.4511182157698,-8.85681547611026,6.29349385992927,36.612377853309,2.9950264634292,1.60714285546935,10.0078516626193,8.90938333110026,6.30487825728025,-4.58942404013779,0.126339611580221,-2.29006002273755,2.30991167674838,2.30157453484256,2.89838710299509,13.5135136424393,-1.79701939002049,4.74126542034365
1968,5.74455771307937,-1.24836024581202,7.01378092757932,6.2907735312989,4.14218784379459,10.7962385711022,-1.60679234956356,4.15337298293346,9.89173930674043,0.368860328659636,9.79999999999998,5.93311799878289,4.52707384188076,8.76603505425516,3.18161732148926,5.00827408049702,4.79999999999954,3.59201332954133,4.82250077932424,6.9773886296279,5.03815939692956,9.48945401549118,3.38792917634143,0.675483463270709,7.23322092498739,-4.09999998647747,13.5269942226387,12.8824681383236,7.97799464201174,8.12227025554289,4.89999999999957,-12.9182107298211,6.16496191380251,4.9001618599853,2.56646326960379,3.58802600373987,2.25987552819262,-5.49828178694166,5.85299730027499,3.6385056729346,81.8877967363546,8.29840885389549,-42.4511182157698,19.5121002571341,6.29349385992927,36.612377853309,16.2419518797074,1.60714285546935,10.0078516626193,7.66012652552848,5.093706274426,-0.0488485286227274,0.126339611580221,-2.29006002273755,2.30991167674838,2.30157453484256,2.89838710299509,13.5135136424393,-1.79701939002049,4.74126542034365
1969,5.74455771307937,24.1973839456806,11.0073701491935,-6.55414292250094,1.38865740774854,8.4332802824936,5.27951751357089,4.71590286722241,8.36216535672018,6.00617496624768,9.49999999999993,6.10251730873333,4.70115140770775,4.73690901583991,3.81194328486592,5.06703244864089,3.09999999999999,3.93798328096847,9.67952601078326,8.4413891734721,4.68947344100819,1.22085790908322,6.53970029928357,4.46342160331348,5.5078996342957,16.9399999960612,13.8338251160131,12.4778945144972,4.88853365256124,6.55065988587748,6.90000000000022,-12.9182107298211,6.16496191380251,4.9001618599853,2.56646326960379,5.6329121225459,4.50461145559143,2.38961038961045,6.7991204970002,5.00907517517541,25.6661688006167,8.29840885389549,-42.4511182157698,3.24418646059578,6.29349385992927,36.612377853309,13.5657021560075,1.60714285546935,10.0078516626193,6.03788654154387,7.0452741832873,10.194671898837,0.126339611580221,-2.29006002273755,2.30991167674838,2.30157453484256,2.89838710299509,13.5135136424393,-1.79701939002049,4.74126542034365
