year,Uganda,Nigeria,Rwanda,Senegal,Ethiopia,Algeria,"Egypt, Arab Rep.",South Africa,Morocco,Ghana,Brazil,Colombia,Paraguay,Guatemala,Haiti,Canada,United States,Chile,Argentina,Panama,Philippines,Bangladesh,India,Nepal,Pakistan,China,Singapore,Japan,Malaysia,Thailand,Hungary,Romania,Serbia,Bulgaria,Ukraine,Switzerland,Norway,Iceland,Denmark,Sweden,Oman,Jordan,Lebanon,Iraq,"Yemen, Rep.",United Arab Emirates,Israel,Bahrain,Qatar,Saudi Arabia,Australia,New Zealand,Palau,Kiribati,Marshall Islands,"Micronesia, Fed. Sts.",Nauru,Samoa,Solomon Islands,Tonga
1970,122.030929585629,224.46293599595,55.2419721408638,290.486425297989,109.430466337285,352.845766557928,232.272492342671,952.352188073537,260.26513671875,248.159869409818,443.799484982738,345.879101568471,248.996708209079,352.790808761812,71.4543990624631,4135.82149842006,5234.2966662115,928.775310571387,1322.71454216808,892.890877487492,200.921655645037,130.218160844955,114.35532002008,69.6334897297304,166.662061958389,113.162577847967,925.797864348214,2100.74807036009,379.626764270849,197.097903475424,557.372982365269,1658.75873899995,2349.40645150289,2238.80295786574,1244.04125976563,4044.42068227245,3306.21947607769,2576.35344434276,3464.45518278408,4729.40500975204,386.792712839023,408.596257509347,959.153901867443,337.042912609442,910.422465960748,2394.06811471055,2485.81574130995,1741.82245407152,2593.82296339752,1509.43961165521,3304.92736975744,2311.02772239737,1017.15701970443,201.023774667798,373.212871726587,337.4957740742,2618.53445937725,321.996706619559,221.4852328431255,349.470975414391
1971,133.468088316131,160.479255841113,54.3780760416401,291.08835742165,112.736674296624,360.111081707845,242.971070265891,1020.43983590718,279.167236328125,263.408787882235,500.001988983361,366.825167940364,272.082440745597,358.373560380293,76.8116150679491,4535.39338907773,5609.38259952519,1086.55507372076,1372.50746646061,979.3302533737,217.429055093343,124.533963099152,120.680595539912,69.4540704096493,172.453662202274,118.654144002222,1071.41154035538,2321.39092521418,407.19672797331,199.662201986255,604.873176191056,1658.75873899995,2349.40645150289,2238.80295786574,1244.04125976563,4834.74049399485,3736.34873749991,3252.09917788448,3845.59906810072,5125.32917499696,441.935384423256,412.218818849468,959.153901867443,383.550287036941,910.422465960748,2805.42642722587,2294.27613927941,1829.74070543315,2951.769414533,1929.30910330483,3495.2282008845,2772.9185969396,1080.60838506676,210.668594146279,390.174184712831,359.244640147767,2811.2146269153,376.971495094961,277.11312090761,349.470975414391
1972,136.964736487473,209.454776294345,58.397695523384,341.835352336553,119.839997124757,469.030996510511,256.482815640115,1038.39407468283,317.074066162109,223.80286383233,583.492034946156,397.41211740514,307.630516228445,369.762757413424,77.2765182599349,5106.73708049128,6094.01798986165,1163.07410294861,1409.37097316211,1046.06341222824,230.097611314044,87.773765191476,125.270705961882,78.842912842237,148.073976270617,131.885558530844,1264.37510720987,3031.43860570759,472.363509449959,215.582022917854,707.33760589871,1658.75873899995,2349.40645150289,2238.80295786574,1244.04125976563,5884.77524107186,4413.57569168528,4014.84273017558,4653.95587889115,6018.45963232017,523.675726630998,459.874244108895,959.153901867443,394.41834302923,910.422465960748,3675.41681419534,2924.42858457511,2205.917004377,3482.877835561,2474.38683208975,3949.46164337606,3294.64894268304,1144.53616532721,256.187000109277,415.707402467489,403.046469058094,3190.58553898837,432.869670090088,219.502859825935,349.470975414391
1973,152.709417587824,252.369032452868,66.9143871506847,381.439007163828,134.935511021947,589.518126935221,272.182710085295,1369.16160033933,380.527801513672,309.509552300391,814.731780553415,462.064375734059,388.712259813059,440.562871690613,95.1341802581181,5858.33407318788,6726.35895596695,1627.25356654436,2097.89945010806,1164.32745834068,283.228592733126,109.691726756912,146.568492582405,73.2266835267801,97.5136425928243,157.089110889702,1685.45979632163,4061.0133895326,700.728626010603,278.285062967675,873.124533996772,1658.75873899995,2349.40645150289,2238.80295786574,1244.04125976563,7855.91887040854,5689.5888066967,5437.34252541217,6116.89199229142,7290.71401910023,669.829529995212,530.783996638002,959.153901867443,475.586335675674,910.422465960748,9695.81418807304,3624.88724710974,2981.09253134976,4905.34265094329,3640.08361192413,4770.81017208508,4323.19653458655,1221.46980560867,421.626997094822,472.208860502014,544.204466602069,3863.94069095729,562.757551160649,291.252272932738,349.470975414391
1974,183.71757196626,402.836999782685,68.9411498886186,417.407600285381,147.855722504485,872.889277439184,243.061473902314,1656.2890557998,456.592529296875,289.425856816508,1044.76980947499,541.749901587091,507.87047971714,528.57311003132,113.039260601755,7056.70847496589,7225.69135952566,1542.92552707497,2844.96990526761,1296.44759308169,379.068181207602,164.986393602814,166.699661755332,89.7637455591626,132.005156607293,160.147687922555,2341.70551423633,4448.31965623627,847.806802570239,342.978897633446,952.756132363523,1658.75873899995,2349.40645150289,2238.80295786574,1244.04125976563,9004.788599,6811.52733653232,7040.55404419726,6763.86592918646,8078.27876796371,2203.40591346986,651.095948462669,959.153901867443,1031.25081332691,910.422465960748,23822.9715560307,5076.29651451905,3873.71629107511,13539.5587974924,10503.4280777085,6482.93848103472,4610.57042634013,1328.03334121542,1131.29075149996,601.578589500316,701.077963162938,5199.26497504766,626.0388469155,433.443902987382,349.470975414391
1975,201.237292844799,438.078813916795,124.109648019297,547.378148664851,144.280537635495,992.302037378411,299.217518322538,1670.11816898954,521.838928222656,272.976715188503,1200.55823714607,561.098036100584,561.522396286823,594.88660866336,133.631792050575,7536.52009823861,7801.45666356443,714.194623501213,2026.68435752865,1405.74899748267,400.638883090952,249.804254016022,161.086694022079,113.605645172746,161.681774899518,178.339614096146,2489.91157517591,4775.89953559305,810.570999701272,363.526350179478,1079.94042321749,1658.75873899995,2349.40645150289,2238.80295786574,1244.04125976563,10328.1089388433,8204.45151152979,6454.17715159378,7988.15613263518,10102.7548636011,2691.99653514052,717.7640972871,959.153901867443,1165.88163945653,910.422465960748,27117.1880729614,4664.02620141029,3880.44047162927,13013.6838099496,10265.6414406471,7003.84247098582,4171.76973967475,1463.541050968,730.441792552945,638.193048864418,683.97674556564,5740.19978696317,609.670300459943,371.718806188648,349.470975414391
1976,203.309813650809,556.389687719878,134.378431212254,540.594007051938,151.95618662171,1080.38620675609,334.609918474469,1558.99824733487,543.368469238281,260.998295813107,1389.74952306555,643.007914496566,615.825049934218,697.064609693019,169.091888071558,8838.94710677652,8592.25353727612,953.901512286572,1946.91990388248,1456.50009707727,448.620084504484,126.693044204437,164.119999587322,102.470373251774,183.859733422347,165.404262395736,2758.94038028476,5310.43140904992,940.437734141673,405.408734060752,1244.72491436848,1658.75873899995,2349.40645150289,2238.80295786574,1244.04125976563,10864.971231108,8927.20162734477,7583.27529804327,8773.3396162771,10852.6438272293,3142.52717836645,872.506019353732,959.153901867443,1488.54335200482,910.422465960748,31196.9791785759,4508.34326185306,5310.19132615533,15710.3208135683,13312.5119926546,7486.6826042084,4373.84099791231,1616.48039371329,548.075641711172,671.834758151068,677.970615070457,5703.20317140765,541.03147223181,401.077416855387,315.094854046623
1977,237.584889064205,535.965307817329,152.744262359212,540.126849249781,170.40414371556,1232.49418664321,353.403833676533,1671.46618837272,610.750366210938,292.28979809499,1562.29143045708,798.203021638873,739.83449409653,856.125495292911,178.696912675895,8949.10989272982,9452.57651914511,1268.96288328835,2126.48546048047,1503.26503409472,502.23424288346,117.887771379224,189.585568552477,95.3433557426543,204.677762649367,185.420537363904,2846.33598832854,6472.7877874079,1091.70837095855,461.659141640678,1383.86613419222,1658.75873899995,2349.40645150289,2238.80295786574,1244.04125976563,11643.6467397732,10266.1206718698,9957.25443433463,9769.57864283968,11432.15272476,3204.86972958061,1038.52230070493,959.153901867443,1608.79545129648,910.422465960748,35020.3604355962,5044.18442995876,6358.42084195442,16057.7252719384,14595.3739933329,7775.65846867125,4950.58820538927,1781.08614770459,519.943894734849,724.219486848706,668.601472729072,5646.3355809661,615.297809957995,434.409813335233,352.953092694597
1978,190.690145097606,526.895852928476,179.876527812666,589.134045255614,178.302480574913,1505.94222127977,354.674246269687,1851.75191300848,712.879638671875,325.598476678233,1732.50012204556,932.392695058624,882.931919341442,925.180026499901,180.321253919424,9154.43325277735,10564.9482220275,1431.3501384585,3282.06304446289,1738.48763684081,565.267487053598,158.324255152285,209.389063573463,108.099425052837,233.41799161409,156.396388520044,3193.90565722355,9012.13603523182,1326.88769798353,548.233113208345,1612.60099090319,1658.75873899995,2349.40645150289,2238.80295786574,1244.04125976563,16282.1932458492,11462.5945916053,11236.735735064,11817.6250875179,12602.3664021925,3043.75121036129,1248.90326044987,959.153901867443,1863.21761229727,910.422465960748,29379.1277424991,4788.32792496606,6925.98893207436,16757.0982461328,14914.1542686138,8252.73445733837,5936.98526036423,1971.86615755627,610.783852582543,770.91776875282,737.510432416087,5721.31368927221,670.633271871531,500.058223062566,427.631287521076
1979,164.513012181127,660.994040864293,213.765751335745,716.281436518959,192.357117273999,1843.11929565984,420.85821686233,2201.51922339868,834.812133789063,346.653403777697,1869.7133759549,1095.0313839164,1148.89527317637,1025.98223460072,196.20196855612,10077.5026707269,11674.1818666548,1922.97718901818,2511.97332905958,1937.98107506361,666.956386771672,181.130706703135,227.958179873426,121.86820974915,249.229389957057,183.983152215978,3900.53355310873,9301.14831026293,1679.87779419937,612.08876018577,1858.58930190771,1658.75873899995,2349.40645150289,2238.80295786574,1244.04125976563,18265.5588649103,13046.5372210653,12640.6408128355,13757.2343740839,14855.7663048123,3933.50510857105,1518.82451343828,959.153901867443,2871.32952195974,910.422465960748,34238.2864453187,5961.20969710617,7890.82982494874,21776.6381753833,19611.565126033,9294.51578251874,6668.1386662247,2188.88311583043,572.794606018137,859.013585311722,803.032190156421,5949.5621623368,750.588726090539,657.858329669684,457.916448085709
1980,93.7506991135184,870.359934682057,234.392851442674,771.533969550579,203.685394440965,2275.77971158899,493.053573271061,3028.97447561832,1109.88220214844,372.252026367961,1958.57159232662,1279.50116658241,1456.84406918803,1141.80549814991,246.46927157982,11208.2027394178,12574.7915062163,2523.05545631681,2747.5022751674,2357.09131999751,766.969451146209,206.075714312155,271.080945953678,125.114347478097,287.448707270022,194.804722186836,4928.13911785754,9668.74626395709,1886.12339323875,708.729450091584,2151.1816628528,1658.75873899995,2349.40645150289,2238.80295786574,1244.04125976563,19393.8805480097,15772.2409073814,14821.8150912707,13822.1578405912,17073.2406585323,5974.30434611467,1750.09801076564,959.153901867443,3867.64500744262,910.422465960748,42925.2338784407,6536.74795007038,9732.72587186027,28375.4852501113,27205.6452285141,10208.8036844943,7467.16803773805,2422.62684377801,542.253599617514,867.961688438292,829.209813066002,6137.68129611495,765.24773288828,767.850616345384,544.754241437563
1981,98.6467550654109,2162.20995436075,254.569201374867,682.972070210382,212.657517980298,2307.33434430543,490.308796861598,3049.71474333882,884.443237304688,343.799126739425,2079.70908377484,1362.18332520058,1792.61496129399,1216.49639722044,258.468043101302,12379.0368643833,13976.10539252,2954.93743393129,2764.08641421079,2605.45529924397,821.293256858092,224.241392391192,274.964330768528,142.916898807843,327.505069961745,197.071474499102,5596.58597723068,10583.1278908402,1866.10246831744,748.156726132308,2205.83366722579,1658.75873899995,2349.40645150289,2234.81481573125,1244.04125976563,17665.0138979789,15512.5067043575,15137.2538408683,12000.2103769191,15564.0119622243,6865.58482819779,1885.14842198943,959.153901867443,2700.41204790874,910.422465960748,44854.4800315615,6783.03336109356,10556.5091718735,29504.9403812472,28703.35585508,11853.6694186454,7813.88754336067,2638.81583615546,567.722497103141,968.86029296936,958.37442664862,6593.90695188717,713.375672542904,785.830912783879,635.712889829014
1982,156.952422909331,1821.53265482387,246.385549568864,651.93712330983,215.25098547162,2274.87800990349,595.918898169378,2717.16388710425,856.569763183594,319.206910329791,2137.6250359394,1425.39936771371,1679.81843739033,1203.96540667638,252.607250558051,12527.3135323802,14433.787727053,1648.01171225494,2914.76708504176,2811.40643706411,832.536200258054,199.595944646851,278.65038258267,146.976662933749,344.889792466995,203.334919503464,6077.63424070932,9779.97490636267,1937.74922725899,770.398953205891,2247.70800537405,1658.75873899995,2349.40645150289,2169.00401089683,1244.04125976563,17999.969257078,15224.8939100982,13711.7362718597,11740.2199128271,13719.2113978268,6759.29870293907,1928.87589643338,959.153901867443,2941.9748125381,910.422465960748,39972.4946674594,7244.51893752661,10712.1529364009,24384.5938501228,22454.4843169614,12779.1459164023,7656.47573238963,2838.1584213014,518.62249584629,1045.54301284547,973.688636446563,6576.83364047027,728.127937935873,755.885653343722,633.477863554833
1983,157.527216922525,1207.07374565349,250.568951735636,564.369336303935,232.683474421159,2373.82511968473,648.013629771434,2938.48980239675,766.529602050781,311.383438154949,1461.25582714178,1383.7924605368,1709.80484009501,1219.73545354345,272.823694996686,13477.1031699599,15543.8937174925,1693.14676684052,3537.7473459832,2819.35128451397,723.430497138016,184.70677287459,295.999773299382,146.632953086254,311.098361356703,225.431928890812,6633.23667366491,10652.0147161768,2124.29229106221,826.932302137698,2043.02997546324,1658.75873899995,2349.40645150289,1852.81343442802,1244.04125976563,17859.2323695837,14927.5174766339,11671.8092292119,11796.5691955784,12590.0946134283,6714.19125910699,1939.33654498872,959.153901867443,2743.35449218755,910.422465960748,34650.0041245988,7945.67500522195,10598.8427157127,19616.0320394418,17809.5527471054,11515.7445121041,7598.31203875006,3049.47947101338,483.107821082637,1199.30481744276,993.272945205479,5895.70266811075,670.98638131758,686.264140182978,621.073531745178
1984,247.516937638636,890.434106332302,259.906684530767,536.231765402514,214.228860396002,2524.38071403143,689.807675510205,2504.07736790289,681.909729003906,329.998888863111,1419.73154606978,1335.52821812362,1319.23446766653,1241.04242582773,299.247186216373,13930.4745502555,17121.2254849995,1611.41860036242,3915.03492645691,2874.94832112227,665.042349344043,193.435020976238,281.049867840717,151.078187115939,327.345625152291,250.713969046988,7228.31758410647,11207.4523524293,2299.80870816235,846.934168430884,1984.74349777267,1658.75873899995,2349.40645150289,1963.57267618274,1244.04125976563,16991.2458841517,14989.4857665906,11959.5400102921,11516.6821578436,13080.1803912865,7070.07295804885,1871.09074979987,959.153901867443,3065.7178266236,910.422465960748,32012.3141540273,7355.25317040048,10696.9331055208,19272.2616094603,15541.1312184609,12421.8807735017,6713.76013104154,3360.14538501912,527.291455228898,1244.87094639312,971.323735890612,5653.96100020028,654.697560664036,664.696440482807,655.66235882708
1985,234.276502777526,868.640540548893,271.578979038705,571.417166069201,243.897382584019,2632.51711109075,769.755137148666,1839.4841908184,673.2900390625,329.714604937014,1556.1297180511,1192.21877479377,934.991981806694,1238.47545209176,324.575156092964,14170.1249406067,18236.8277265009,1429.38850950802,2905.77565536137,2972.18070666064,633.211065310196,222.22018039634,300.928258576378,149.900453418882,317.063499386432,294.45884850496,7001.7667477117,11809.4603450715,2045.57471772113,773.823923674613,2013.43352195314,1658.75873899995,2349.40645150289,1914.55064658793,1244.04125976563,17152.0948495991,15753.5527652129,12361.1870365183,12212.7873997293,13647.2005587291,7548.69588410284,1797.02877146361,959.153901867443,3087.66394151806,910.422465960748,29467.5419758929,6816.3848781637,9648.65643032674,16815.0419632835,12745.41992535,11441.5819707185,7600.56524172937,3728.1295295149,392.905065394709,1162.01901432695,1136.27633295061,4858.93351745825,572.806387713236,586.02235220521,612.943575629463
1986,253.643058810817,628.248453718536,297.725981822308,783.940524706279,245.977228769295,2800.20270812187,790.201793698565,2027.4662038189,855.169311523438,410.711658388611,1854.03775211919,1169.46212069392,1031.15623781062,896.063263473632,366.997344256492,14521.1800806,19071.2271949295,1501.09140673487,3436.07819471053,3019.48150533575,600.002843935462,212.14899385306,314.897116402542,159.545682806044,313.946324043906,281.928120911563,6799.93036332671,17451.8349394142,1759.73185736702,842.098436226451,2323.23864322732,1658.75873899995,2349.40645150289,2260.4272811545,1244.04125976563,24459.8536348433,18883.2333523873,16406.04794507,17136.6297376226,17955.1571459902,5181.87980290561,2200.10278230881,959.153901867443,2940.40623181091,910.422465960748,23132.0739675988,8320.4734890676,7776.95657736318,13213.2093617769,10078.2896080512,11392.0043948477,9427.55394035348,4143.56203650884,381.918758641144,1425.16418062414,1216.15763119676,4568.67887653491,604.257418815764,505.821806525665,695.805077185729
1987,392.97074320479,587.956613434089,319.643663252334,916.09484148409,254.121329421554,2847.0776691988,753.722263747615,2586.27423314228,937.457153320313,355.153724919203,2006.00226235757,1192.58828638182,1068.95380287336,853.903772501246,317.635520687503,16377.6902109541,20038.9410992658,1739.67699102776,3477.30131979313,2966.00967866653,649.812857590607,231.499584520483,344.941028293075,162.036906898913,317.23867416111,251.811956961329,7539.02930212443,21141.7183951789,1977.1290866202,970.452522513385,2557.60366681372,1658.75873899995,2349.40645150289,3132.30136036246,1244.04125976563,30440.5108240499,22505.8622623684,22453.1882283809,21295.6768566078,21761.2144545083,5203.99994065839,2216.87045179385,959.153901867443,3436.4763126353,910.422465960748,23112.623420646,9835.69004057827,8332.91425406054,13718.7911520477,9385.98469519899,11651.3301169821,12330.9168305483,4616.29028882378,423.822473332128,1542.64230430097,1230.44156720509,4484.50814586951,666.308337309081,514.6693332731,830.153019585043
1988,395.187660960924,539.539468397166,343.781325819105,880.487755138196,253.248262470167,2450.87242078961,633.839369496566,2702.05504774508,1086.03527832031,355.121844932881,2140.65027561164,1259.6174112078,1113.89406863138,919.070773138882,397.365336276412,19012.5723278349,21417.0119305191,2003.36350407516,3992.70330179156,2508.78229277879,722.343718454247,247.901465967332,358.484539641693,187.084777621975,353.85454278549,283.537695240524,8914.44122574729,25499.8811728107,2099.95467656701,1164.20096229495,2803.06398657229,1753.19285632198,2349.40645150289,2511.39306259489,1444.248046875,32690.4302734561,24207.281468963,24451.9733172334,22524.5792595476,24499.4053182958,5279.10411437183,1965.98031813995,959.153901867443,3707.20841763297,910.422465960748,21569.7068852997,11831.6680266533,8771.7853534009,14682.0218472004,9165.49615323397,14284.960791833,13759.1556295922,5145.00614544213,535.915134580045,1670.28189314997,1284.2827275817,5011.58031484611,790.134992313838,567.022935580171,1077.6835915018
